NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(mg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Vit_B6_(mg),Folic_Acid_(mg),Vit_B12_(mg)
23617,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,RAW",71.44,140.0,22.69,4.78,1.16,0.0,0.0,0.0,20.0,2.12,25.0,222.0,352.0,57.0,4.29,0.101,0.014,28.6,0.0,0.095,0.163,6.901,0.666,0.0,1.89
23618,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,RAW",71.99,140.0,22.22,4.96,1.06,0.0,0.0,0.0,19.0,2.06,24.0,215.0,341.0,56.0,4.16,0.098,0.014,27.7,0.0,0.093,0.16,6.757,0.653,0.0,1.85
23619,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",65.26,179.0,27.56,6.77,1.07,0.0,0.0,0.0,6.0,2.43,19.0,174.0,225.0,36.0,4.82,0.065,0.009,31.4,0.0,0.057,0.172,5.294,0.385,0.0,1.63
23620,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",64.73,175.0,29.87,5.3,1.11,0.0,0.0,0.0,6.0,2.61,20.0,187.0,241.0,39.0,5.16,0.069,0.01,33.7,0.0,0.062,0.187,5.74,0.417,0.0,1.76
23621,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",61.13,193.0,32.04,6.25,1.23,0.0,0.0,0.0,7.0,2.84,22.0,203.0,263.0,42.0,5.62,0.075,0.011,36.6,0.0,0.067,0.2,6.156,0.447,0.0,1.89
23622,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRSD",56.44,228.0,34.22,9.02,0.98,0.0,0.0,0.0,7.0,3.01,23.0,215.0,278.0,45.0,5.95,0.08,0.012,38.8,0.0,0.071,0.214,6.575,0.478,0.0,2.02
23623,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",71.28,148.0,22.12,5.91,1.08,0.0,0.0,0.0,28.0,1.63,23.0,204.0,341.0,57.0,4.13,0.072,0.014,25.5,0.0,0.061,0.108,7.491,0.607,0.0,1.2
23624,"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",70.17,158.0,22.17,7.07,1.08,0.0,0.0,0.0,28.0,1.63,23.0,204.0,340.0,57.0,4.13,0.072,0.014,25.4,0.0,0.061,0.108,7.491,0.607,0.0,1.2
23625,"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",72.51,135.0,21.91,4.62,1.09,0.0,0.0,0.0,28.0,1.63,23.0,205.0,342.0,57.0,4.14,0.073,0.014,25.5,0.0,0.061,0.107,7.42,0.601,0.0,1.19
23626,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8""FAT,CHOIC,CKD,BRLD",62.22,202.0,28.29,9.05,1.1,0.0,0.0,0.0,16.0,1.92,24.0,219.0,352.0,58.0,5.31,0.089,0.011,32.5,0.0,0.075,0.145,8.347,0.589,0.0,1.77
23627,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",70.3,155.0,22.78,6.43,1.04,0.0,0.0,0.0,29.0,1.66,24.0,208.0,348.0,58.0,4.22,0.074,0.015,26.0,0.0,0.063,0.112,7.713,0.625,0.0,1.24
23628,"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",61.68,206.0,29.01,9.1,1.1,0.0,0.0,0.0,16.0,1.95,24.0,223.0,358.0,59.0,5.4,0.091,0.011,33.0,0.0,0.077,0.149,8.559,0.604,0.0,1.81
23629,"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",63.27,187.0,29.51,6.72,1.2,0.0,0.0,0.0,17.0,2.01,25.0,231.0,369.0,61.0,5.58,0.094,0.011,34.1,0.0,0.07,0.135,7.77,0.548,0.0,1.64
23630,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",61.99,201.0,29.16,8.45,1.13,0.0,0.0,0.0,16.0,1.97,25.0,226.0,362.0,60.0,5.47,0.092,0.011,33.4,0.0,0.077,0.149,8.604,0.607,0.0,1.82
23631,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW",74.12,125.0,22.26,3.32,1.0,0.0,0.0,0.0,18.0,1.86,23.0,204.0,339.0,77.0,5.68,0.094,0.012,27.6,0.0,0.085,0.146,4.908,0.556,0.0,1.77
23632,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW",74.26,124.0,21.45,3.61,1.0,0.0,0.0,0.0,18.0,1.83,22.0,200.0,333.0,76.0,5.57,0.092,0.012,27.1,0.0,0.082,0.14,4.731,0.536,0.0,1.71
23633,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD",59.29,205.0,34.6,6.35,1.02,0.0,0.0,0.0,17.0,2.89,23.0,215.0,281.0,57.0,8.43,0.113,0.012,39.4,0.0,0.073,0.213,5.007,0.321,0.0,2.33
23634,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,CKD,BRSD",61.39,189.0,33.18,5.21,1.05,0.0,0.0,0.0,17.0,2.81,22.0,209.0,273.0,55.0,8.19,0.109,0.012,38.3,0.0,0.07,0.204,4.801,0.308,0.0,2.24
23635,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,RAW",73.97,119.0,22.31,2.62,1.05,0.0,0.0,0.0,22.0,1.92,25.0,219.0,364.0,62.0,4.46,0.104,0.014,31.1,0.0,0.091,0.142,6.637,0.655,0.0,1.3
23636,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW",72.63,129.0,23.13,3.37,1.13,0.0,0.0,0.0,22.0,1.97,25.0,224.0,373.0,64.0,4.57,0.107,0.014,31.9,0.0,0.095,0.147,6.879,0.679,0.0,1.35
23637,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,SEL,RAW",73.17,128.0,22.18,3.66,1.08,0.0,0.0,0.0,21.0,1.9,24.0,217.0,361.0,62.0,4.42,0.103,0.014,30.8,0.0,0.091,0.141,6.598,0.652,0.0,1.3
23638,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,CKD,BRLD",64.27,195.0,29.58,7.63,1.15,0.0,0.0,0.0,19.0,1.88,25.0,235.0,378.0,62.0,5.49,0.087,0.011,34.4,0.0,0.081,0.15,8.464,0.635,0.0,1.69
23640,"BEEF,VAR MEATS & BY-PRODUCTS,TRIPE,CKD,SIMMRD",81.65,94.0,11.71,4.05,0.6,1.99,0.0,0.0,81.0,0.66,15.0,66.0,42.0,68.0,1.71,0.0,0.103,11.8,0.0,0.0,0.025,0.461,0.0,0.0,0.72
23646,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,ALL GRDS,RAW",72.41,142.0,21.26,5.63,1.06,0.0,0.0,0.0,23.0,1.54,22.0,198.0,333.0,54.0,3.85,0.072,0.012,25.9,0.0,0.065,0.107,6.585,0.595,0.0,1.04
23647,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,CKD,RSTD",63.79,193.0,26.34,9.73,1.06,0.0,0.0,0.0,15.0,1.77,22.0,202.0,324.0,54.0,4.9,0.082,0.01,29.9,0.0,0.07,0.135,7.77,0.548,0.0,1.64
23648,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,RAW",71.33,154.0,21.17,7.06,1.02,0.0,0.0,0.0,27.0,1.54,22.0,193.0,323.0,54.0,3.92,0.069,0.013,24.1,0.0,0.059,0.104,7.17,0.581,0.0,1.15
23649,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,CKD,RSTD",65.55,179.0,27.17,6.95,1.09,0.0,0.0,0.0,20.0,1.68,24.0,222.0,359.0,58.0,5.0,0.074,0.01,34.1,0.0,0.078,0.144,7.939,0.6,0.0,1.3
23650,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,RAW",73.48,129.0,21.34,4.21,1.1,0.0,0.0,0.0,22.0,1.55,23.0,204.0,344.0,54.0,3.85,0.074,0.011,29.7,0.0,0.072,0.115,6.201,0.602,0.0,0.9
23651,"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,RAW",74.48,126.0,21.07,3.95,1.03,0.0,0.0,0.0,18.0,1.77,22.0,198.0,323.0,54.0,3.89,0.091,0.013,26.0,0.0,0.084,0.135,6.217,0.612,0.0,1.47
23652,"BEEF,RND,TIP RND,RST,LN,0"" FAT,CHOIC,RAW",73.98,130.0,20.76,4.55,1.02,0.0,0.0,0.0,18.0,1.92,23.0,200.0,318.0,52.0,3.87,0.091,0.013,25.8,0.0,0.087,0.149,6.314,0.61,0.0,1.73
23653,"BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,RAW",74.99,122.0,21.38,3.35,1.04,0.0,0.0,0.0,20.0,1.78,23.0,203.0,337.0,58.0,4.13,0.097,0.013,28.8,0.0,0.088,0.136,6.359,0.628,0.0,1.25
23654,"BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",64.79,186.0,27.89,7.4,1.1,0.0,0.0,0.0,18.0,1.74,23.0,217.0,350.0,57.0,5.09,0.081,0.01,31.9,0.0,0.076,0.141,7.981,0.599,0.0,1.6
23655,"BEEF,FLANK,STEAK,LN,0"" FAT,SEL,CKD,BRLD",65.51,178.0,27.96,6.48,1.13,0.0,0.0,0.0,20.0,1.71,24.0,226.0,365.0,59.0,5.09,0.076,0.01,34.7,0.0,0.08,0.148,8.171,0.618,0.0,1.34
23656,"BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW",72.08,141.0,21.57,5.47,1.02,0.0,0.0,0.0,24.0,1.57,23.0,202.0,340.0,55.0,3.94,0.073,0.013,26.4,0.0,0.066,0.108,6.683,0.604,0.0,1.06
23657,"BEEF,FLANK,STEAK,LN,0"" FAT,SEL,RAW",72.84,137.0,21.43,5.0,0.99,0.0,0.0,0.0,21.0,1.54,22.0,202.0,341.0,53.0,3.83,0.073,0.011,29.5,0.0,0.072,0.115,6.227,0.605,0.0,0.91
23658,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW",58.8,278.0,18.12,22.15,0.82,0.12,0.0,0.0,15.0,1.68,19.0,166.0,281.0,61.0,4.42,0.079,0.012,19.3,0.0,0.06,0.135,4.098,0.403,0.0,1.69
23659,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,RAW",59.34,276.0,17.77,22.21,0.8,0.0,0.0,0.0,17.0,1.5,18.0,164.0,271.0,58.0,4.23,0.075,0.009,19.4,0.0,0.07,0.124,3.984,0.446,0.0,1.38
23660,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",51.58,298.0,28.66,19.47,0.95,0.0,0.0,0.0,16.0,2.46,18.0,171.0,227.0,46.0,6.47,0.109,0.01,26.2,0.0,0.054,0.183,4.001,0.278,0.0,2.33
25000,"POPCORN,OIL-POPPED,LOFAT",4.22,402.0,10.72,6.1,2.91,76.04,13.6,0.65,14.0,2.87,124.0,304.0,284.0,571.0,2.8,0.262,1.085,6.9,0.0,0.07,0.151,2.099,0.21,0.0,0.0
25003,"SNACKS,CANDY ROLLS,YOGURT-COVERED,FRUIT FLAV  HI VIT C",17.59,359.0,0.46,6.53,0.77,74.64,3.3,39.15,430.0,0.56,9.0,18.0,100.0,8.0,0.19,0.114,0.082,1.2,260.8,0.015,0.025,0.1,0.026,0.0,0.0
25012,"SNACKS,SWT POTATO CHIPS,UNSALTED",4.51,532.0,2.94,32.35,3.38,56.82,8.8,8.82,59.0,2.12,65.0,145.0,925.0,35.0,0.53,0.412,1.349,2.1,0.0,0.088,0.161,2.088,0.535,0.0,0.0
25013,"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN SNACK,ORIGINAL FLAVOR",2.04,491.0,7.95,21.11,1.63,67.26,8.8,7.2,20.0,1.74,76.0,222.0,232.0,423.0,1.65,0.227,1.31,12.2,0.0,0.14,0.02,2.1,0.2,8.0,0.0
25014,"SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, PARHYD OIL",0.34,557.0,7.5,34.02,2.98,55.16,10.0,0.55,20.0,1.85,94.0,251.0,240.0,764.0,2.16,0.188,0.771,4.1,0.1,0.032,0.046,1.432,0.282,0.0,0.0
25015,"FORMBAR,MARSSNACK,SNICKERS MARATHONPROTPERFBAR,CARMELNUTRUSH",9.0,415.0,25.0,12.5,3.0,50.5,12.5,28.75,625.0,10.13,175.0,375.0,188.0,238.0,6.56,0.977,1.322,3.9,75.0,1.875,2.125,25.0,2.5,500.0,7.5
25016,"FORMUL BAR,MA SNACKFO US,SNICKE MARATH ENER BAR,ALL FLAVO",14.0,386.0,21.91,10.79,3.0,50.3,6.7,28.71,754.0,16.31,317.0,455.0,351.0,383.0,11.88,0.452,1.058,4.5,489.9,2.949,3.343,45.249,4.525,408.0,12.24
25017,"FORMULATED BAR,POWER BAR,CHOC",9.83,363.0,14.15,3.11,3.28,69.63,5.7,30.07,504.0,11.7,248.0,614.0,362.0,308.0,9.96,1.43,1.61,7.8,92.3,8.06,1.92,32.6,2.2,615.0,5.6
25020,"FORMULATED BAR,SLIM-FAST OPTIMA MEAL BAR,MILK CHOC PNUT",10.87,386.0,16.19,8.92,3.81,60.21,5.1,25.0,668.0,4.98,250.0,673.0,289.0,253.0,5.73,0.284,0.743,46.7,96.6,1.7,1.9,21.2,2.1,422.0,7.9
25021,"FORMULATED BAR,LUNA BAR,NUTZ OVER CHOC",9.38,403.0,20.75,12.19,5.19,52.49,4.3,16.9,886.0,14.2,329.0,785.0,412.0,386.0,9.72,1.41,2.59,62.5,68.0,0.12,3.0,37.1,2.4,1023.0,6.4
25025,"SNACKS,SOY CHIPS OR CRISPS,SALTED",8.5,385.0,26.5,7.35,4.5,53.15,3.5,1.8,171.0,5.2,170.0,7.0,7.0,842.0,1.5,2.456,2.039,12.1,0.0,0.333,0.349,2.978,0.513,0.0,0.0
25026,"Popcor, microwav, regula (butter) flavo, mad with pal oil",0.9,535.0,8.38,30.22,3.23,57.26,10.0,0.3,23.0,2.06,110.0,275.0,393.0,763.0,2.32,0.204,0.772,5.9,0.0,0.047,0.06,1.615,0.31,0.0,0.0
25027,"SNACKS,PLANTAIN CHIPS,SALTED",2.09,531.0,2.28,29.59,2.19,63.84,3.5,0.92,9.0,0.97,71.0,78.0,786.0,202.0,0.37,0.198,0.276,0.4,32.1,0.065,0.04,0.802,0.46,0.0,0.0
25028,"Tortilla chips, yellow, plain, salted",1.94,497.0,6.62,22.33,1.73,67.38,4.7,1.21,104.0,1.32,84.0,234.0,206.0,310.0,1.46,0.105,0.357,8.4,0.0,0.13,0.043,1.498,0.202,0.0,0.0
25030,"SNACKS,VEG CHIPS,HAIN CELESTIAL GROUP,TERRA CHIPS",4.54,517.0,4.13,29.81,3.56,57.97,10.9,9.75,79.0,1.64,86.0,198.0,1266.0,246.0,1.15,0.433,1.205,3.2,12.1,0.227,0.131,1.768,0.53,0.0,0.0
25031,"FORM BAR,ZONE PERFECT CLASSIC CRUNCH BAR,MXD FLAVORS",7.0,422.0,30.0,14.0,4.0,45.0,2.0,27.0,200.0,3.6,80.0,300.0,250.0,520.0,7.5,0.774,0.846,3.9,120.0,0.75,1.7,20.0,2.0,160.0,4.2
25032,"SNACKS,GRANOLA BAR,KASHI GOLEAN,CHEWY,MXD FLAVORS",9.23,390.0,16.67,7.69,2.99,63.42,7.7,42.31,103.0,1.62,321.0,255.0,429.0,321.0,1.4,0.382,0.562,11.3,0.4,0.135,0.151,0.68,0.095,1.0,0.16
25033,"SNACKS,GRANOLA BAR,KASHI TLC BAR,CHEWY,MXD FLAVORS",9.34,429.0,18.57,15.71,3.11,53.26,11.4,17.14,0.0,3.39,107.0,271.0,415.0,293.0,1.6,0.506,0.779,9.1,0.0,0.115,0.289,1.158,0.063,1.0,0.0
25034,"SNACKS,GRANOLA BAR,KASHI GOLEAN,CRUNCHY,MXD FLAVORS",9.43,393.0,17.88,9.23,3.89,59.58,5.9,27.3,434.0,5.2,86.0,263.0,300.0,486.0,4.83,0.79,1.108,6.1,19.3,0.259,0.179,1.888,1.073,70.0,3.22
25035,"SNACKS,GRANOLA BAR,CHEWY,RED SUGAR,ALL FLAVORS",11.65,412.0,5.55,12.5,0.9,69.4,3.1,20.8,417.0,2.03,48.0,159.0,199.0,312.0,1.34,0.163,1.133,5.7,0.1,0.19,0.116,1.049,0.089,0.0,0.09
25036,"SNACKS,GRANOLA BITES,MXD FLAVORS",7.88,451.0,7.17,17.5,1.12,66.27,5.7,30.0,41.0,1.56,69.0,216.0,285.0,167.0,1.92,0.247,1.682,20.0,0.2,0.199,0.146,2.318,0.143,7.0,0.07
25037,"SNACKS,PITA CHIPS,SALTED",2.0,457.0,11.79,15.2,2.75,68.26,3.8,4.76,17.0,4.59,37.0,124.0,129.0,854.0,0.96,0.141,0.656,33.1,0.0,0.56,0.307,7.043,0.109,114.0,0.0
25038,"SNACKS,GRANOLA BARS,SOFT,ALMOND,CONFECTIONERS COATING",8.74,455.0,8.6,20.0,2.53,60.13,4.3,34.0,136.0,1.49,95.0,192.0,320.0,486.0,1.41,0.337,0.933,6.5,0.2,0.102,0.36,1.318,0.072,0.0,0.14
25039,"SNACKS,GRANOLA BARS,QUAKER OATMEAL TO GO,ALL FLAVORS",9.86,389.0,6.67,6.67,1.33,75.47,4.6,31.54,333.0,6.0,69.0,167.0,238.0,367.0,1.42,0.173,1.547,16.0,0.9,0.5,0.567,6.667,0.667,54.0,0.08
25040,"SNACKS,VEG CHIPS,MADE FROM GARDEN VEG",6.31,473.0,5.32,23.3,4.64,60.43,4.7,4.04,52.0,1.55,53.0,130.0,838.0,357.0,0.5,0.232,0.275,1.0,4.9,0.133,0.059,2.767,0.545,0.0,0.0
25041,"SNACKS,GRANOLA BAR,KASHI TLC BAR,CRUNCHY,MXD FLAVORS",2.74,446.0,15.0,15.0,4.48,62.78,10.0,20.0,0.0,2.7,97.0,333.0,545.0,400.0,2.86,0.678,3.137,18.9,0.0,0.486,0.163,2.403,0.536,0.0,0.0
25043,"SNACKS,CANDY BITS,YOGURT COVERED  VIT C",3.73,415.0,0.0,7.5,1.87,86.9,0.2,65.0,500.0,0.19,23.0,190.0,338.0,75.0,0.86,0.021,0.021,6.0,180.0,0.079,0.343,0.173,0.069,0.0,0.76
25045,"Formulated bar, high fiber, chewy, oats and chocolate",12.04,350.0,5.0,10.0,3.14,69.78,22.5,25.0,250.0,0.9,190.0,419.0,447.0,350.0,1.96,0.262,3.407,8.9,1.2,0.688,0.091,7.903,0.963,12.0,0.0
25046,"SNACKS,BAGEL CHIPS,PLN",5.05,451.0,12.34,15.14,1.1,66.36,4.1,6.02,24.0,5.05,39.0,131.0,140.0,233.0,1.0,0.167,0.672,36.2,0.0,0.523,0.337,7.66,0.117,112.0,0.0
25048,"SNACKS,NUTRI-GRAIN FRUIT & NUT BAR",11.26,403.0,9.38,10.93,1.72,66.72,7.5,32.45,65.0,5.65,105.0,290.0,328.0,195.0,3.28,0.436,1.441,11.3,0.2,0.465,0.616,6.442,0.612,109.0,1.16
25051,"Snacks, CLIF BAR, mixed flavors",11.0,346.0,14.71,5.88,2.65,65.44,7.4,31.62,368.0,6.62,147.0,294.0,412.0,195.0,4.41,0.441,2.146,20.6,88.2,0.551,0.375,4.412,0.588,0.0,1.32
25052,"SNACKS,GRANOLA BAR,QUAKER,CHEWY,90 CAL BAR",6.23,408.0,4.17,8.33,2.1,79.17,4.2,29.17,333.0,1.5,71.0,152.0,224.0,313.0,1.23,0.307,1.389,10.1,0.5,0.189,0.076,1.064,0.122,0.0,0.03
25053,"Snac, grano bar, GENER MILLS NATURE VALL, SWE&SAL NUT, peanu",3.7,487.0,9.14,22.86,2.76,61.14,2.9,33.14,57.0,1.44,102.0,272.0,390.0,414.0,1.77,0.339,1.157,10.0,0.3,0.357,0.528,3.413,0.32,33.0,0.25
25054,"Snack,gran bar,GENERAL MILLS, NATURE VALLEY, w yogu coati",7.18,423.0,5.71,11.43,1.43,74.29,4.4,40.0,286.0,1.03,62.0,191.0,168.0,271.0,1.58,0.173,1.297,12.3,0.0,0.905,0.542,7.302,0.708,112.0,0.01
25055,"Snac, grano bar, GENER MILLS, NATUR VALLE, CHEWY TRAIL MIX",9.3,415.0,5.71,11.43,1.29,72.27,3.8,42.86,116.0,8.71,63.0,168.0,189.0,185.0,1.35,0.226,1.057,10.5,0.1,0.64,0.391,5.443,0.52,72.0,0.0
25056,"Snacks, granola bar, QUAKER, DIPPS, all flavors",5.56,480.0,7.52,20.42,1.55,64.96,3.2,37.61,65.0,1.16,55.0,162.0,231.0,269.0,1.2,0.217,1.138,14.6,0.3,0.132,0.097,1.007,0.115,0.0,0.06
25059,"Snacks, brown rice chips",5.8,384.0,8.2,2.8,1.7,81.5,4.2,0.6,11.0,1.49,131.0,360.0,290.0,326.0,3.0,0.445,3.73,24.6,0.0,0.061,0.165,7.806,0.15,0.0,0.0
25060,"SNACK,PRETZEL,HARD CHOC COATD",3.06,467.0,7.05,17.64,2.17,70.07,3.5,38.8,141.0,2.54,35.0,128.0,199.0,494.0,1.33,0.262,0.452,14.5,0.0,0.36,0.317,2.398,0.031,58.0,0.32
25062,"Snack, Mixed Berry Bar",15.52,383.0,13.16,10.53,1.97,58.84,7.9,26.32,105.0,1.89,91.0,343.0,446.0,447.0,2.64,0.244,1.963,19.8,0.6,0.283,0.285,0.858,0.116,0.0,0.51
25063,"Snacks, potato chips, fr dried potatoes, multigrain",2.27,505.0,5.3,24.74,2.36,65.34,2.7,4.08,26.0,0.85,40.0,127.0,330.0,544.0,0.91,0.141,0.761,8.4,0.7,0.132,0.085,2.558,0.252,0.0,0.0
25064,"SNACKS,POTATO CHIPS,LIGHTLY SALTED",1.35,560.0,6.72,35.39,3.0,53.54,4.2,0.34,24.0,1.43,62.0,148.0,1304.0,187.0,1.51,0.299,0.478,7.8,27.3,0.158,0.173,5.476,0.651,0.0,0.0
25065,"SNACKS,PRETZELS,GLUTEN- FREE MADE  CORNSTARCH & POTATO FLR",6.91,389.0,3.52,6.67,4.28,78.62,3.3,4.22,0.0,0.46,7.0,21.0,69.0,1567.0,0.09,0.052,0.065,2.2,0.3,0.015,0.003,0.232,0.051,0.0,0.0
25066,"SNACKS,PEAS,RSTD,WASABI-FLAVORED",6.93,432.0,14.11,14.11,2.65,62.2,3.8,14.11,123.0,3.8,102.0,270.0,732.0,300.0,3.31,0.444,1.254,7.2,0.0,0.614,0.314,5.06,0.548,0.0,0.0
25067,"FORMULATED BAR,SOUTH BEACH PROT BAR",12.16,412.0,30.34,15.17,3.93,38.4,7.3,15.17,322.0,5.4,71.0,445.0,793.0,436.0,2.39,0.846,1.024,9.0,27.9,0.176,0.437,1.268,0.226,0.0,0.61
25068,"SNACK,BALANCE,ORIGINAL BAR",7.76,415.0,28.0,12.0,3.51,48.73,3.1,34.89,543.0,10.9,119.0,465.0,678.0,253.0,3.52,0.771,0.712,23.3,11.2,1.628,1.708,8.991,0.89,0.0,1.24
25070,"SNACKS,SHRIMP CRACKER",13.6,426.0,7.14,17.86,2.31,59.09,5.6,21.43,20.0,1.91,72.0,191.0,193.0,571.0,1.38,0.221,2.14,33.1,0.0,0.264,0.091,2.631,0.216,0.0,0.02
25071,RICE CRACKERS,0.11,416.0,10.0,5.0,2.24,82.64,0.0,0.0,0.0,0.0,156.0,362.0,243.0,233.0,2.2,0.301,4.071,25.5,0.0,0.436,0.101,5.537,0.554,0.0,0.0
27000,"SOUP,EGG DROP,CHINESE RESTAURANT",92.87,27.0,1.16,0.61,1.07,4.29,0.4,0.09,7.0,0.26,2.0,15.0,22.0,370.0,0.09,0.019,0.011,0.4,6.5,0.019,0.019,0.156,0.02,0.0,0.03
27001,"SOUP,HOT & SOUR,CHINESE RESTAURANT",90.65,39.0,2.58,1.21,1.2,4.35,0.5,0.42,19.0,0.64,9.0,32.0,55.0,376.0,0.22,0.026,0.085,0.4,0.0,0.026,0.031,0.507,0.064,0.0,0.1
27002,"SOUP,WONTON,CHINESE RESTAURANT",91.18,32.0,2.08,0.26,1.22,5.25,0.2,0.34,5.0,0.21,3.0,18.0,32.0,406.0,0.12,0.024,0.034,1.1,0.7,0.024,0.016,0.58,0.076,7.0,0.09
27043,"SOUP,CLAM CHOWDER,NEW ENGLAND,RED NA,CND,RTS",86.53,70.0,2.33,4.23,1.23,5.68,0.8,0.0,14.0,0.56,13.0,31.0,337.0,194.0,0.27,0.025,0.076,4.3,3.3,0.015,0.015,0.422,0.13,0.0,4.63
27044,"SOUP,CHICK NOODLE,RED NA,CND,RTS",90.46,41.0,3.29,1.34,1.07,3.84,0.8,0.34,11.0,0.33,8.0,42.0,285.0,186.0,0.18,0.025,0.053,4.5,0.4,0.032,0.022,1.396,0.06,4.0,0.15
27046,"SAUCE,DUCK,RTS",37.44,245.0,0.36,0.13,1.4,60.61,0.6,30.54,11.0,0.39,5.0,9.0,87.0,455.0,0.21,0.037,0.429,1.3,0.9,0.023,0.014,0.239,0.032,0.0,0.0
27047,"SAUCE,SALSA,VERDE,RTS",89.52,38.0,1.13,0.89,2.1,6.36,1.9,3.5,9.0,0.65,19.0,41.0,259.0,600.0,0.25,0.081,0.156,0.8,12.3,0.046,0.036,1.615,0.083,0.0,0.0
27048,"SAUCE,STEAK,TOMATO BSD",71.0,95.0,1.25,0.23,5.08,22.04,1.5,9.82,19.0,1.37,17.0,33.0,312.0,1647.0,0.34,0.189,0.174,0.8,6.8,0.034,0.054,0.913,0.105,0.0,0.0
27049,"SAUCE,TARTAR,RTS",67.0,211.0,1.0,16.7,1.96,13.3,0.5,4.25,26.0,0.25,6.0,17.0,68.0,667.0,0.12,0.023,0.107,0.9,2.3,0.016,0.029,0.093,0.044,0.0,0.02
27050,"SAUCE,SWT & SOUR,RTS",60.27,150.0,0.27,0.02,1.22,38.22,0.1,18.75,10.0,0.21,8.0,7.0,99.0,371.0,0.09,0.079,0.761,0.4,8.7,0.048,0.019,0.187,0.053,0.0,0.0
27051,"SAUCE,COCKTAIL,RTS",65.67,124.0,1.36,1.05,3.7,28.22,1.8,11.83,26.0,0.83,17.0,30.0,309.0,983.0,0.38,0.111,0.148,2.2,11.6,0.021,0.047,0.82,0.08,0.0,0.0
27052,"DIP,SALSA CON QUESO,CHS & SALSA- MED",73.72,143.0,3.14,9.51,2.49,11.14,0.7,1.95,98.0,0.14,8.0,200.0,105.0,796.0,0.41,0.004,0.019,3.2,0.4,0.012,0.065,0.136,0.043,0.0,0.25
27059,"SAUCE,PNUT,MADE FROM PNUT BUTTER,H2O,SOY SAU",51.4,257.0,6.31,16.02,4.25,22.02,1.8,17.07,22.0,0.91,45.0,107.0,235.0,1338.0,0.78,0.123,0.484,3.4,0.0,0.06,0.127,3.2,0.19,0.0,0.0
